App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
5774865,HDR,03/19/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5767259,HDR,02/21/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license & other items. Email newdriverapp@tlc.nyc.gov,05/01/2017 06:00:28 PM
5771321,HDR,03/06/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,05/01/2017 06:00:28 PM
5775185,HDR,03/20/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5769051,HDR,02/27/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5773093,HDR,03/11/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5760395,HDR,01/23/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5782114,HDR,04/13/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,05/01/2017 06:00:28 PM
5770412,HDR,03/03/2017,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5761201,HDR,01/25/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5777630,HDR,03/29/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5783410,HDR,04/18/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5779917,HDR,04/05/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5775989,HDR,03/22/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5786414,HDR,04/29/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5769817,HDR,03/01/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Complete,Complete,Fingerprints needed,05/01/2017 06:00:28 PM
5782793,HDR,04/17/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5772677,HDR,03/10/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5772086,HDR,03/08/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Complete,Complete,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,05/01/2017 06:00:28 PM
5759765,HDR,01/19/2017,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5782772,HDR,04/17/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5779998,HDR,04/05/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,05/01/2017 06:00:28 PM
5771781,HDR,03/08/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5777177,HDR,03/27/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5772297,HDR,03/09/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5778822,HDR,04/03/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5780943,HDR,04/10/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5773994,HDR,03/16/2017,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Not Applicable,05/01/2017 06:00:28 PM
5780684,HDR,04/08/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,05/01/2017 06:00:28 PM
5777986,HDR,03/30/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Open items needed. E-mail newdriverapp@tlc.nyc.gov for more information,05/01/2017 06:00:28 PM
5773134,HDR,03/12/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5781665,HDR,04/12/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5770190,HDR,03/02/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5777384,HDR,03/28/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5769431,HDR,03/01/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,05/01/2017 06:00:28 PM
5781986,HDR,04/13/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5750366,HDR,12/13/2016,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5784099,HDR,04/20/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5786400,HDR,04/28/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5776166,HDR,03/23/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5762000,HDR,01/27/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5767935,HDR,02/22/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5772604,HDR,03/09/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5766452,HDR,02/16/2017,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Complete,Fingerprints needed,05/01/2017 06:00:28 PM
5778539,HDR,04/01/2017,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5758671,HDR,01/15/2017,Denied,Not Applicable,Needed,Needed,Needed,Needed,Complete,Copy of DMV license needed,05/01/2017 06:00:28 PM
5760445,HDR,01/23/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5780455,HDR,04/07/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5771028,HDR,03/06/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,05/01/2017 06:00:28 PM
5785378,HDR,04/26/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5784033,HDR,04/20/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5776374,HDR,03/23/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5775576,HDR,03/21/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5776719,HDR,03/24/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5771292,HDR,03/06/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,05/01/2017 06:00:28 PM
5784414,HDR,04/21/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5782841,HDR,04/17/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5774823,HDR,03/18/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5784964,HDR,04/24/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5781159,HDR,04/10/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5781037,HDR,04/10/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5775091,HDR,03/20/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Copy of DMV license needed,05/01/2017 06:00:28 PM
5767103,HDR,02/20/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5780814,HDR,04/09/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5780866,HDR,04/10/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed,05/01/2017 06:00:28 PM
5783561,HDR,04/19/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5759981,HDR,01/20/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5764033,HDR,02/06/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5779285,HDR,04/04/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5786440,HDR,04/29/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5766054,HDR,02/15/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Copy of DMV license & other items. Email newdriverapp@tlc.nyc.gov,05/01/2017 06:00:28 PM
5781445,HDR,04/11/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5764746,HDR,02/08/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5779637,HDR,04/05/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5774699,HDR,03/17/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5785164,HDR,04/25/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5763221,HDR,02/02/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5774475,HDR,03/17/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5775056,HDR,03/20/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5782618,HDR,04/15/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5781422,HDR,04/11/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,05/01/2017 06:00:28 PM
5760622,HDR,01/23/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Copy of DMV license & other items. Email newdriverapp@tlc.nyc.gov,05/01/2017 06:00:28 PM
5774855,HDR,03/19/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5779876,HDR,04/05/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5778391,HDR,03/31/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,05/01/2017 06:00:28 PM
5775410,HDR,03/21/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5779272,HDR,04/04/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed,05/01/2017 06:00:28 PM
5776037,HDR,03/23/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5779309,HDR,04/04/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5765282,HDR,02/11/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5773120,HDR,03/11/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5774075,HDR,03/16/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5776627,HDR,03/24/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Copy of DMV license needed,05/01/2017 06:00:28 PM
5779651,HDR,04/05/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5770917,HDR,03/05/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5767592,HDR,02/21/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5785110,HDR,04/25/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5768659,HDR,02/26/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5783326,HDR,04/18/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5771291,HDR,03/06/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5778603,HDR,04/01/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5769388,HDR,03/01/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,05/01/2017 06:00:28 PM
5782567,HDR,04/15/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5780868,HDR,04/10/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5765761,HDR,02/14/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5771044,HDR,03/06/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5775627,HDR,03/22/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5771479,HDR,03/07/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5775663,HDR,03/22/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,05/01/2017 06:00:28 PM
5776163,HDR,03/23/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5784023,HDR,04/20/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5784050,HDR,04/20/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5782550,HDR,04/14/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5765489,HDR,02/13/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,05/01/2017 06:00:28 PM
5767038,HDR,02/20/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5785004,HDR,04/24/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5771023,HDR,03/06/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5775719,HDR,03/22/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5781888,HDR,04/12/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5776448,HDR,03/24/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,05/01/2017 06:00:28 PM
5762497,HDR,01/30/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Copy of DMV license needed,05/01/2017 06:00:28 PM
5766997,HDR,02/19/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5773309,HDR,03/13/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5771302,HDR,03/06/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5785636,HDR,04/26/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5770163,HDR,03/02/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5777198,HDR,03/27/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5785927,HDR,04/27/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5761698,HDR,01/26/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,05/01/2017 06:00:28 PM
5786744,HDR,05/01/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5776902,HDR,03/26/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5775393,HDR,03/21/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5780215,HDR,04/06/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5758877,HDR,01/17/2017,Denied,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5779400,HDR,04/04/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5752629,HDR,12/21/2016,Denied,Not Applicable,Complete,Complete,Needed,Complete,Complete,Copy of DMV license & other items. Email newdriverapp@tlc.nyc.gov,05/01/2017 06:00:28 PM
5772968,HDR,03/10/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5785393,HDR,04/26/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5771439,HDR,03/07/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5781615,HDR,04/11/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed,05/01/2017 06:00:28 PM
5763402,HDR,02/02/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,05/01/2017 06:00:28 PM
5764676,HDR,02/08/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5759889,HDR,01/19/2017,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5781518,HDR,04/11/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,05/01/2017 06:00:28 PM
5766676,HDR,02/17/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5773984,HDR,03/15/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5783912,HDR,04/20/2017,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5782829,HDR,04/17/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5781425,HDR,04/11/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5769957,HDR,03/02/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5783631,HDR,04/19/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5777338,HDR,03/28/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,05/01/2017 06:00:28 PM
5781216,HDR,04/10/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5778870,HDR,04/03/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Copy of DMV license needed,05/01/2017 06:00:28 PM
5773144,HDR,03/12/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5765112,HDR,02/10/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5762275,HDR,01/30/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5759860,HDR,01/19/2017,Denied,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5784621,HDR,04/23/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5781437,HDR,04/11/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,05/01/2017 06:00:28 PM
5771022,HDR,03/06/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5772595,HDR,03/09/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5772550,HDR,03/09/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5783088,HDR,04/17/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,05/01/2017 06:00:28 PM
5785880,HDR,04/27/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5780012,HDR,04/06/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5786172,HDR,04/28/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5783465,HDR,04/18/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,05/01/2017 06:00:28 PM
5780632,HDR,04/07/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5779689,HDR,04/05/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5773905,HDR,03/15/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5766167,HDR,02/15/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable,05/01/2017 06:00:28 PM
5773612,HDR,03/13/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Copy of DMV license needed,05/01/2017 06:00:28 PM
5768610,HDR,02/25/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5784727,HDR,04/24/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
5767171,HDR,02/20/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,05/01/2017 06:00:28 PM
5783068,HDR,04/17/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5761817,HDR,01/27/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Copy of DMV license needed,05/01/2017 06:00:28 PM
5785746,HDR,04/27/2017,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed,05/01/2017 06:00:28 PM
5773319,HDR,03/13/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,05/01/2017 06:00:28 PM
